,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0,0151.b7.txt,1937,1076,911,443,2,0,2
1,0178.b7.txt,1992,1028,955,721,4,0,3
2,0223.b7.txt,1984,1043,863,448,0,0,2
3,0107.b7.txt,1635,1082,1037,541,0,1,6
4,0219.b7.txt,2097,1003,1015,586,1,1,0
5,0137.b7.txt,2118,969,819,350,4,1,2
6,0157.b7.txt,1272,1225,883,589,5,1,1
7,0106.b7.txt,1765,1259,836,516,0,1,1
8,0158.b7.txt,1841,1231,739,492,1,1,0
9,0185.b7.txt,1819,1159,823,620,1,0,0
10,0224.b7.txt,2105,1032,949,316,1,1,1
11,0238.b7.txt,1690,1187,717,556,1,0,1
12,0198.b7.txt,2027,1081,811,504,0,0,2
13,0186.b7.txt,1716,1097,739,644,0,0,1
14,0318.b7.txt,2079,914,821,517,1,0,0
