,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0,0176.a1.txt,1411,1246,650,684,0,0,1
1,3040.a1.txt,1175,1748,946,659,0,0,0
2,2044.a1.txt,1406,1458,560,599,1,0,0
3,1102.a1.txt,1200,1383,731,731,4,2,1
4,1029.a1.txt,1344,1332,749,440,0,0,0
5,0218.a1.txt,1406,1455,715,448,0,0,0
6,1043.a1.txt,1353,1283,647,682,0,0,0
7,0200.a1.txt,1262,1322,775,706,3,1,1
8,1074.a1.txt,1544,1321,707,679,0,0,0
9,2047.a1.txt,1525,1321,724,673,0,0,0
10,0187.a1.txt,1300,1430,754,754,0,0,1
11,1026.a1.txt,1001,1346,630,457,0,0,0
12,2012.a1.txt,1525,1104,841,710,1,0,3
13,2067.a1.txt,1196,1380,552,578,0,0,0
14,2013.a1.txt,1292,1128,677,892,1,0,0
15,0194.a1.txt,1117,1479,796,693,1,0,1
16,0123.a1.txt,1248,1363,599,777,1,0,0
17,1064.a1.txt,1314,1302,765,800,0,0,0
18,2037.a1.txt,1602,1184,1072,599,0,0,0
19,0204.a1.txt,1469,1114,612,514,1,0,1
20,0214.a1.txt,1176,1285,564,840,1,0,0
21,2074.a1.txt,1414,981,866,904,1,0,4
22,1054.a1.txt,1569,1481,545,490,0,0,1
23,2039.a1.txt,1335,1502,691,667,0,0,0
24,2066.a1.txt,1410,1371,1009,737,0,0,0
25,0125.a1.txt,1833,1116,846,588,0,1,0
26,2000.a1.txt,1482,976,732,525,0,0,0
27,0195.a1.txt,1241,1538,645,583,0,0,0
28,1031.a1.txt,1208,1429,623,597,0,0,1
29,0134.a1.txt,1361,1252,729,1166,0,0,0
30,2018.a1.txt,1351,1667,529,450,0,0,0
31,3041.a1.txt,1088,1299,725,393,0,0,0
32,1060.a1.txt,819,1405,520,686,6,0,0
33,1066.a1.txt,1343,1250,567,602,1,0,0
34,2022.a1.txt,1164,1583,698,605,0,0,1
35,0188.a1.txt,1162,1325,662,688,1,0,2
36,2017.a1.txt,1688,1160,683,528,0,0,0
37,0236.a1.txt,1101,1508,584,639,0,0,0
38,2027.a1.txt,1502,1211,757,675,5,0,1
39,1027.a1.txt,1456,1481,646,329,2,0,0
40,0167.a1.txt,1271,1176,636,943,1,0,2
41,1106.a1.txt,1615,1088,604,604,1,0,0
42,0235.a1.txt,1611,1114,765,470,0,0,0
43,2045.a1.txt,1704,1404,652,514,1,0,0
44,0227.a1.txt,1337,1408,675,604,1,0,1
45,0238.a1.txt,1190,1436,712,401,0,0,1
46,1009.a1.txt,1658,1278,651,455,3,0,4
47,2004.a1.txt,1480,1277,847,633,3,0,0
48,3063.a1.txt,1405,1054,620,310,0,0,2
49,3044.a1.txt,1506,965,772,811,0,0,1
50,0135.a1.txt,1554,904,847,650,0,0,4
51,0198.a1.txt,1312,1412,613,514,2,0,1
52,2026.a1.txt,1397,1054,662,711,2,0,7
53,0109.a1.txt,1297,1355,713,678,0,0,0
54,0156.a1.txt,969,1487,637,757,1,0,0
55,1105.a1.txt,1209,1279,669,728,0,0,0
56,3066.a1.txt,1721,1055,812,617,1,1,2
57,0173.a1.txt,1317,1256,732,610,4,0,3
58,1041.a1.txt,1051,1513,520,739,2,1,0
59,1038.a1.txt,1205,1108,582,734,0,1,3
60,1021.a1.txt,1295,1307,641,580,1,0,2
61,1058.a1.txt,1255,1463,539,716,0,0,1
62,2075.a1.txt,1266,1159,644,644,1,2,3
63,0139.a1.txt,1086,1584,536,690,0,0,0
64,2059.a1.txt,1469,1224,869,734,0,0,2
65,1069.a1.txt,1370,1266,767,801,0,1,1
66,2073.a1.txt,854,1275,630,1008,2,0,1
67,1071.a1.txt,1388,1317,617,486,3,0,4
68,3027.a1.txt,1386,1263,789,561,0,0,0
69,1006.a1.txt,1224,1353,784,537,3,0,0
70,0202.a1.txt,1505,1173,628,557,0,0,1
71,1018.a1.txt,1600,1262,912,562,3,0,1
72,2068.a1.txt,1484,1328,599,547,0,0,0
73,2021.a1.txt,1425,1354,772,606,0,0,0
74,0149.a1.txt,1245,1245,739,739,1,0,0
75,0118.a1.txt,1306,1319,633,660,0,0,1
76,1023.a1.txt,1347,1141,629,619,2,0,2
77,3065.a1.txt,1582,1275,527,396,0,0,2
78,3035.a1.txt,1275,1020,638,474,4,0,2
79,2042.a1.txt,1064,1310,687,636,2,0,0
80,0157.a1.txt,1134,1576,544,488,0,0,0
81,0201.a1.txt,1075,1442,612,694,2,0,0
82,1019.a1.txt,1555,1099,717,765,6,0,4
83,3045.a1.txt,1127,1414,635,410,0,1,0
84,0136.a1.txt,1493,1210,554,656,0,1,0
85,1024.a1.txt,1333,1287,678,620,0,0,0
86,1061.a1.txt,1174,1282,553,634,0,0,0
87,1121.a1.txt,1470,1319,746,562,4,0,5
88,1037.a1.txt,1210,1267,742,742,0,0,0
89,1042.a1.txt,1373,1262,665,784,6,0,2
90,2065.a1.txt,1194,1384,692,665,0,1,0
91,3064.a1.txt,1553,1404,681,681,0,0,0
92,5031.a1.txt,1272,1185,754,884,2,0,0
93,3011.a1.txt,1948,1033,822,469,0,0,0
94,2060.a1.txt,1308,1406,774,563,0,0,1
95,0178.a1.txt,1279,1076,680,863,0,0,1
96,2014.a1.txt,1355,1207,985,751,0,0,1
97,2008.a1.txt,1520,1140,905,682,3,1,1
98,0115.a1.txt,1380,1156,815,802,0,0,1
99,2020.a1.txt,1295,1473,610,699,0,0,0
100,0159.a1.txt,1094,1385,571,741,0,0,1
101,4011.a1.txt,1298,1390,615,774,0,0,0
102,2005.a1.txt,1482,1232,741,635,2,0,0
103,2062.a1.txt,1215,1417,484,450,1,0,0
104,0209.a1.txt,1311,1174,599,574,1,0,3
105,1082.a1.txt,1209,1294,605,617,1,0,1
106,0215.a1.txt,1227,1191,442,596,10,1,10
107,1049.a1.txt,1176,1458,652,639,0,0,0
108,0234.a1.txt,1455,1390,675,532,0,0,1
109,1003.a1.txt,1490,1397,739,497,0,0,0
110,1056.a1.txt,1029,1300,645,898,1,0,2
111,1077.a1.txt,1554,1245,875,801,1,0,0
112,1001.a1.txt,1667,1231,744,410,0,0,0
113,1039.a1.txt,1107,1353,589,668,2,0,1
114,0108.a1.txt,1237,1342,447,632,1,0,0
115,2064.a1.txt,1362,1453,558,558,0,0,0
116,1055.a1.txt,1574,1562,567,637,0,0,0
117,0222.a1.txt,1436,1368,743,490,0,0,1
118,0216.a1.txt,1367,1304,696,342,1,0,1
119,1047.a1.txt,1225,1275,846,625,0,0,4
120,0130.a1.txt,1403,1133,875,682,1,0,1
121,3012.a1.txt,1362,1429,714,737,0,0,0
122,2036.a1.txt,1330,1376,674,787,1,0,1
123,0148.a1.txt,1386,1203,915,706,0,0,0
124,0233.a1.txt,1300,1167,796,570,0,0,1
125,0168.a1.txt,1389,1339,588,876,0,0,0
126,2048.a1.txt,1199,1265,726,748,0,0,1
127,3036.a1.txt,1475,1498,576,553,0,0,0
128,1036.a1.txt,1296,1351,723,805,1,0,1
129,1073.a1.txt,1331,1297,603,637,2,0,0
130,1065.a1.txt,1207,1256,780,963,0,0,0
131,1086.a1.txt,1041,1148,706,778,6,0,2
132,3042.a1.txt,1423,1199,918,618,0,0,0
133,2034.a1.txt,1053,1254,509,769,3,0,1
134,0111.a1.txt,1443,1392,709,722,0,0,1
135,0146.a1.txt,1160,1559,567,644,0,0,0
136,3062.a1.txt,1489,1508,649,573,0,0,2
137,2011.a1.txt,1625,1329,819,807,3,0,0
138,1112.a1.txt,1277,1482,639,832,0,0,0
139,1044.a1.txt,1454,1046,857,727,8,1,3
140,3028.a1.txt,1429,1280,853,575,0,0,2
141,1014.a1.txt,1441,1441,713,594,0,0,3
142,3002.a1.txt,1450,1253,1057,565,0,0,1
143,2046.a1.txt,1635,1306,588,553,0,1,2
144,1098.a1.txt,1272,1347,571,720,5,0,0
145,0142.a1.txt,1552,1336,742,337,0,0,3
146,1004.a1.txt,1400,1273,718,637,1,0,5
147,1017.a1.txt,1452,1406,783,795,0,1,0
148,1057.a1.txt,1314,1597,688,590,0,0,0
149,1013.a1.txt,1087,1194,626,839,2,0,1
150,0107.a1.txt,1213,1450,893,614,0,0,0
151,1076.a1.txt,1380,1418,678,565,3,0,1
152,2056.a1.txt,1315,1260,616,699,0,0,2
153,3038.a1.txt,1455,1352,840,451,0,0,0
154,0121.a1.txt,1388,1368,704,634,0,0,2
155,5005.a1.txt,1339,1478,678,678,0,0,0
156,2070.a1.txt,1152,1270,723,625,0,0,1
157,2038.a1.txt,1641,1298,725,356,4,0,3
158,2058.a1.txt,1518,1228,556,684,2,0,0
159,2030.a1.txt,1196,1485,486,604,0,0,0
160,2035.a1.txt,1228,1299,560,727,0,0,0
161,1022.a1.txt,1411,1579,586,502,0,0,0
162,0128.a1.txt,1366,1220,646,732,0,0,0
163,3001.a1.txt,1185,1393,748,561,3,0,0
164,1099.a1.txt,1393,1297,707,632,1,0,1
165,0103.a1.txt,1099,1365,599,577,1,0,1
166,0206.a1.txt,1070,1302,593,580,0,0,2
167,4014.a1.txt,1310,1429,357,456,1,0,2
168,3013.a1.txt,1066,1279,661,682,3,4,0
169,3018.a1.txt,1354,1211,784,736,0,0,0
170,1090.a1.txt,1307,1295,555,617,5,2,0
171,0182.a1.txt,1606,1359,656,627,5,0,1
172,0102.a1.txt,1499,1221,689,484,1,0,0
173,0177.a1.txt,949,1484,706,633,1,0,0
174,0213.a1.txt,1404,1404,830,549,0,0,2
175,2040.a1.txt,1646,1313,648,630,1,0,1
176,0138.a1.txt,1374,1276,761,724,1,0,0
177,0171.a1.txt,1386,1374,592,723,0,1,1
178,2007.a1.txt,1446,1208,852,626,0,0,0
179,0179.a1.txt,1206,1414,545,558,0,0,0
180,1007.a1.txt,1344,1344,576,541,1,0,3
181,0114.a1.txt,1195,1558,623,922,0,0,0
182,4042.a1.txt,1211,1232,647,585,0,0,1
183,2015.a1.txt,1423,1125,828,616,1,0,0
184,0203.a1.txt,1489,1254,627,504,4,0,1
185,4013.a1.txt,1318,1357,659,620,0,0,0
186,0207.a1.txt,1217,1445,596,558,1,0,0
187,2031.a1.txt,1258,1530,752,765,0,0,1
188,0174.a1.txt,1387,1594,596,523,2,0,0
189,2071.a1.txt,1051,1540,709,660,1,0,0
190,0189.a1.txt,1195,1308,630,527,1,0,1
191,5022.a1.txt,1466,1300,496,757,2,0,0
192,0196.a1.txt,1211,1315,738,611,6,0,0
193,0161.a1.txt,1496,1204,887,469,0,0,0
194,0212.a1.txt,1339,1076,651,814,0,0,0
195,1070.a1.txt,1275,1287,799,882,0,0,1
196,0205.a1.txt,1276,1454,710,644,2,0,0
197,1097.a1.txt,1371,1308,696,907,0,0,0
198,1094.a1.txt,1125,1300,662,738,0,0,0
199,0165.a1.txt,1476,1110,677,555,1,0,0
200,2019.a1.txt,1408,1351,661,603,1,0,0
201,4045.a1.txt,1569,1078,765,392,0,0,0
202,1103.a1.txt,1196,1417,650,859,0,0,0
203,1072.a1.txt,1316,1316,633,718,2,0,0
204,2054.a1.txt,1605,1082,761,773,4,0,0
205,1081.a1.txt,1305,1355,627,652,1,0,0
206,1068.a1.txt,1545,1289,547,733,4,0,1
207,0124.a1.txt,1639,1074,742,598,0,3,3
208,0224.a1.txt,1211,1211,638,625,1,0,1
209,0180.a1.txt,1256,1457,691,741,0,0,3
210,0113.a1.txt,1359,1290,740,901,0,0,2
211,1100.a1.txt,1284,1398,807,591,0,0,0
212,3072.a1.txt,1353,1391,771,677,0,0,0
213,0143.a1.txt,1427,1327,676,713,1,0,1
214,0164.a1.txt,1629,1190,702,576,0,0,0
215,0120.a1.txt,1295,1477,674,829,3,0,0
216,1095.a1.txt,1332,1171,654,678,1,0,1
217,1063.a1.txt,1253,1288,733,603,5,0,0
218,0223.a1.txt,1315,1201,812,617,0,0,0
219,0158.a1.txt,1183,1524,634,646,0,0,0
220,0185.a1.txt,1551,1067,744,533,1,0,1
221,5015.a1.txt,1209,1256,592,450,0,0,0
222,1016.a1.txt,1082,1094,702,785,0,0,0
223,0219.a1.txt,1460,1158,700,627,0,0,0
224,0100.a1.txt,1520,1250,810,540,0,0,0
225,2055.a1.txt,1343,1533,774,438,0,0,0
226,0122.a1.txt,1551,1402,695,707,0,0,1
227,1089.a1.txt,1569,1098,784,575,0,1,0
228,0105.a1.txt,1256,1405,622,647,2,0,2
229,2069.a1.txt,1406,1370,824,521,0,0,0
230,0116.a1.txt,1342,1431,634,855,0,0,0
231,1020.a1.txt,1251,1347,577,604,5,0,2
232,0151.a1.txt,969,1580,531,744,1,0,0
233,3067.a1.txt,1562,1184,730,479,3,0,0
234,0133.a1.txt,1110,1372,561,823,0,0,0
235,0217.a1.txt,1176,1217,829,602,0,0,0
236,0163.a1.txt,1371,1136,574,966,0,0,0
237,3068.a1.txt,1491,1330,757,642,0,0,0
238,1012.a1.txt,1633,1143,716,678,0,0,0
239,0101.a1.txt,1173,1248,593,845,1,0,0
240,2032.a1.txt,1208,1377,597,714,0,0,0
241,2051.a1.txt,1419,1061,902,584,2,0,3
242,1034.a1.txt,1452,1350,578,604,0,0,0
243,2049.a1.txt,1451,1170,527,739,3,0,4
244,1052.a1.txt,1152,1454,466,686,1,0,0
245,0197.a1.txt,1407,1283,672,573,0,0,0
246,0119.a1.txt,1275,1389,795,732,0,0,0
247,0186.a1.txt,1225,1465,467,808,2,0,1
248,0199.a1.txt,1396,1472,525,704,5,0,0
249,0110.a1.txt,1440,1401,835,668,1,0,0
250,0190.a1.txt,1193,1468,590,524,1,1,1
