,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
87,0136.a4.txt,1351,1131,630,319,9,1,3
88,1009.a4.txt,1700,1056,578,378,7,0,2
89,2005.a4.txt,1629,1121,508,534,7,0,3
90,2036.a4.txt,1178,1207,647,415,6,0,0
91,1021.a4.txt,1641,1021,828,455,8,0,0
92,2040.a4.txt,1401,1271,440,350,7,0,2
93,0188.a4.txt,1681,1021,613,464,6,0,2
94,1050.a4.txt,1546,1202,785,405,4,0,2
95,3020.a4.txt,1427,1198,521,562,8,0,0
96,2057.a4.txt,1683,1136,611,557,7,0,0
97,4031.a4.txt,1292,1241,397,498,6,0,0
98,1072.a4.txt,1580,930,741,412,4,0,1
99,4034.a4.txt,1382,1382,614,542,5,0,1
100,2058.a4.txt,1485,927,984,402,10,0,3
101,0140.a4.txt,1419,1051,553,444,7,0,4
102,2056.a4.txt,1305,1230,676,573,7,0,0
103,0202.a4.txt,1393,1469,367,194,2,0,2
104,2075.a4.txt,1420,1037,523,444,10,0,1
105,2024.a4.txt,1343,1232,556,495,9,0,2
106,0159.a4.txt,1564,1069,634,465,7,0,4
107,0176.a4.txt,1593,994,589,531,10,0,3
108,0110.a4.txt,1796,1159,614,336,3,0,1
109,1068.a4.txt,2139,962,673,240,2,0,5
110,0179.a4.txt,1762,1050,911,218,10,0,2
111,0109.a4.txt,1668,1140,658,389,3,0,3
112,0107.a4.txt,1533,1320,660,437,5,0,2
113,1112.a4.txt,1455,1146,617,539,7,0,1
114,0149.a4.txt,1390,1179,692,331,6,0,5
115,2018.a4.txt,1763,1031,742,443,10,0,2
116,0185.a4.txt,1625,1149,704,342,8,0,1
117,1010.a4.txt,1707,825,753,473,11,0,3
118,3037.a4.txt,1451,1097,659,402,19,1,8
119,0103.a4.txt,998,1191,414,298,11,0,4
120,2039.a4.txt,1692,968,611,508,8,0,3
121,0186.a4.txt,1529,1247,542,347,2,0,5
122,0130.a4.txt,1633,996,480,498,8,0,3
123,2032.a4.txt,1591,1025,520,413,8,0,1
124,1061.a4.txt,1457,1171,562,371,4,0,3
125,1005.a4.txt,1570,990,503,392,7,0,4
126,0134.a4.txt,1314,992,784,350,4,0,0
127,0122.a4.txt,1651,1042,609,404,7,0,5
128,1077.a4.txt,1892,1009,906,585,7,0,4
129,0193.a4.txt,1464,1043,456,256,6,0,5
130,0200.a4.txt,1478,1310,556,650,5,0,1
131,0111.a4.txt,1432,1230,679,392,4,0,4
132,0127.a4.txt,1226,1144,531,649,6,0,5
133,1023.a4.txt,1696,825,843,477,12,1,2
134,2015.a4.txt,1581,1043,602,495,11,1,3
135,0208.a4.txt,1022,1398,511,575,7,0,4
