,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0,0200.b5.txt,1683,998,692,524,7,0,2
1,0165.b5.txt,1715,968,662,399,10,0,0
2,2066.b5.txt,1301,1408,532,368,7,0,2
3,1532.b5.txt,1511,1249,401,332,12,0,1
4,2019.b5.txt,1373,1152,497,331,6,0,2
5,0300.b5.txt,1770,815,753,411,15,1,10
6,1003.b5.txt,1521,1128,533,427,8,0,2
7,1023.b5.txt,1385,1241,671,594,12,2,2
8,3020.b5.txt,1701,826,792,284,9,0,2
9,1100.b5.txt,1765,1090,710,337,14,0,2
10,3018.b5.txt,1471,1013,706,529,7,0,2
11,2028.b5.txt,1308,1337,465,384,10,0,6
12,1533.b5.txt,1499,1206,482,424,14,0,4
13,2032.b5.txt,978,1237,530,509,11,1,2
14,1021.b5.txt,1755,1020,583,292,12,1,4
15,1508.b5.txt,1226,1168,409,435,16,0,4
16,0310.b5.txt,1551,1034,798,517,9,0,2
17,1057.b5.txt,1569,979,790,452,9,0,1
18,0140.b5.txt,1400,1026,561,497,10,0,1
19,2034.b5.txt,1520,953,756,439,10,0,3
20,0103.b5.txt,1740,1071,839,366,13,0,1
